,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_KNN__n_neighbors,param_random_forest__max_depth,param_random_forest__max_features,param_random_forest__min_samples_leaf,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,0.09802112579345704,0.009598867130228428,0.006700706481933594,0.001078175478772756,10,10,sqrt,1,"{'KNN__n_neighbors': 10, 'random_forest__max_depth': 10, 'random_forest__max_features': 'sqrt', 'random_forest__min_samples_leaf': 1}",0.8324022346368715,0.8370786516853933,0.8651685393258427,0.8258426966292135,0.8707865168539326,0.8462557278262507,0.018178470187748052,20
1,0.09994597434997558,0.007741909124288166,0.007053518295288086,0.0011475618428550235,10,10,sqrt,3,"{'KNN__n_neighbors': 10, 'random_forest__max_depth': 10, 'random_forest__max_features': 'sqrt', 'random_forest__min_samples_leaf': 3}",0.8379888268156425,0.8426966292134831,0.8707865168539326,0.8202247191011236,0.8595505617977528,0.8462494507563868,0.017533592182691245,21
2,0.0977590560913086,0.010885371113095314,0.006628513336181641,0.0011889885727709713,10,10,sqrt,5,"{'KNN__n_neighbors': 10, 'random_forest__max_depth': 10, 'random_forest__max_features': 'sqrt', 'random_forest__min_samples_leaf': 5}",0.8379888268156425,0.8426966292134831,0.8370786516853933,0.8033707865168539,0.8651685393258427,0.8372606867114432,0.019786290043329522,78
3,0.09411911964416504,0.008277715590163187,0.0072475910186767575,0.0007416608661621071,10,10,sqrt,7,"{'KNN__n_neighbors': 10, 'random_forest__max_depth': 10, 'random_forest__max_features': 'sqrt', 'random_forest__min_samples_leaf': 7}",0.8268156424581006,0.848314606741573,0.8370786516853933,0.8089887640449438,0.8595505617977528,0.8361496453455526,0.01744298891977925,96
4,0.10522050857543945,0.009018412743917804,0.007405424118041992,0.0008690047304360265,10,12,sqrt,1,"{'KNN__n_neighbors': 10, 'random_forest__max_depth': 12, 'random_forest__max_features': 'sqrt', 'random_forest__min_samples_leaf': 1}",0.8268156424581006,0.8426966292134831,0.8595505617977528,0.8202247191011236,0.8595505617977528,0.8417676228736426,0.016254152131904617,38
5,0.10352826118469238,0.0024831419384517156,0.007024812698364258,0.0006714537604682444,10,12,sqrt,3,"{'KNN__n_neighbors': 10, 'random_forest__max_depth': 12, 'random_forest__max_features': 'sqrt', 'random_forest__min_samples_leaf': 3}",0.8268156424581006,0.8370786516853933,0.8764044943820225,0.8202247191011236,0.8651685393258427,0.8451384093904964,0.021909585217812066,23
6,0.094276762008667,0.00588977311785582,0.0070000171661376955,0.0012665958541389325,10,12,sqrt,5,"{'KNN__n_neighbors': 10, 'random_forest__max_depth': 12, 'random_forest__max_features': 'sqrt', 'random_forest__min_samples_leaf': 5}",0.8268156424581006,0.8426966292134831,0.8370786516853933,0.8089887640449438,0.8651685393258427,0.8361496453455526,0.01849680697479674,96
7,0.08892784118652344,0.003532226995606941,0.006042194366455078,0.0008993840064608409,10,12,sqrt,7,"{'KNN__n_neighbors': 10, 'random_forest__max_depth': 12, 'random_forest__max_features': 'sqrt', 'random_forest__min_samples_leaf': 7}",0.8324022346368715,0.848314606741573,0.8370786516853933,0.8089887640449438,0.8595505617977528,0.8372669637813068,0.016982148197209338,75
8,0.10585918426513671,0.005754332023131345,0.006721401214599609,0.0005927818656608265,10,14,sqrt,1,"{'KNN__n_neighbors': 10, 'random_forest__max_depth': 14, 'random_forest__max_features': 'sqrt', 'random_forest__min_samples_leaf': 1}",0.8156424581005587,0.8370786516853933,0.8651685393258427,0.8089887640449438,0.8539325842696629,0.8361621994852804,0.021528815996669667,95
9,0.1046825885772705,0.006344409442737065,0.007518148422241211,0.000758925107959679,10,14,sqrt,3,"{'KNN__n_neighbors': 10, 'random_forest__max_depth': 14, 'random_forest__max_features': 'sqrt', 'random_forest__min_samples_leaf': 3}",0.8324022346368715,0.8314606741573034,0.8764044943820225,0.8202247191011236,0.8595505617977528,0.8440085368150146,0.020731028434798807,26
