,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_KNN__n_neighbors,param_gbc__learning_rate,param_gbc__max_depth,param_gbc__min_samples_leaf,param_gbc__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,0.06370382308959961,0.0019904821081248537,0.0032014846801757812,0.00040031131207429364,5,0.025,4,10,50,"{'KNN__n_neighbors': 5, 'gbc__learning_rate': 0.025, 'gbc__max_depth': 4, 'gbc__min_samples_leaf': 10, 'gbc__n_estimators': 50}",0.8547486033519553,0.8314606741573034,0.8764044943820225,0.7921348314606742,0.8539325842696629,0.8417362375243238,0.02858617588246716,138
1,0.11154236793518066,0.0070441150601307165,0.0033996105194091797,0.0004902712728122015,5,0.025,4,10,100,"{'KNN__n_neighbors': 5, 'gbc__learning_rate': 0.025, 'gbc__max_depth': 4, 'gbc__min_samples_leaf': 10, 'gbc__n_estimators': 100}",0.8603351955307262,0.8258426966292135,0.8764044943820225,0.8146067415730337,0.8426966292134831,0.8439771514656957,0.022415340019568446,89
2,0.22235045433044434,0.0036180753907818324,0.004291677474975586,0.00039491538867724357,5,0.025,4,10,200,"{'KNN__n_neighbors': 5, 'gbc__learning_rate': 0.025, 'gbc__max_depth': 4, 'gbc__min_samples_leaf': 10, 'gbc__n_estimators': 200}",0.8324022346368715,0.8314606741573034,0.8707865168539326,0.8258426966292135,0.8370786516853933,0.839514154792543,0.01603894654419716,176
3,0.05895733833312988,0.001598477899668084,0.0036013126373291016,0.000491348334482106,5,0.025,4,20,50,"{'KNN__n_neighbors': 5, 'gbc__learning_rate': 0.025, 'gbc__max_depth': 4, 'gbc__min_samples_leaf': 20, 'gbc__n_estimators': 50}",0.8379888268156425,0.8146067415730337,0.8707865168539326,0.797752808988764,0.848314606741573,0.8338899001945892,0.025549807226513913,271
4,0.10664496421813965,0.004041216033272721,0.003799772262573242,0.0004001141304822542,5,0.025,4,20,100,"{'KNN__n_neighbors': 5, 'gbc__learning_rate': 0.025, 'gbc__max_depth': 4, 'gbc__min_samples_leaf': 20, 'gbc__n_estimators': 100}",0.8379888268156425,0.8202247191011236,0.8595505617977528,0.8033707865168539,0.8426966292134831,0.8327663046889711,0.019311501076092436,277
5,0.19843707084655762,0.007846948917365315,0.0038294315338134764,0.0004183688737970238,5,0.025,4,20,200,"{'KNN__n_neighbors': 5, 'gbc__learning_rate': 0.025, 'gbc__max_depth': 4, 'gbc__min_samples_leaf': 20, 'gbc__n_estimators': 200}",0.8324022346368715,0.8258426966292135,0.8707865168539326,0.8370786516853933,0.8426966292134831,0.8417613458037787,0.015532284359558541,124
6,0.053505992889404295,0.006069693001496523,0.0029994487762451173,0.0008950024837609022,5,0.025,4,30,50,"{'KNN__n_neighbors': 5, 'gbc__learning_rate': 0.025, 'gbc__max_depth': 4, 'gbc__min_samples_leaf': 30, 'gbc__n_estimators': 50}",0.7988826815642458,0.8146067415730337,0.848314606741573,0.7865168539325843,0.848314606741573,0.819327098110602,0.025287622941055837,316
7,0.10394520759582519,0.0029857351934856366,0.003399515151977539,0.0004897654456602137,5,0.025,4,30,100,"{'KNN__n_neighbors': 5, 'gbc__learning_rate': 0.025, 'gbc__max_depth': 4, 'gbc__min_samples_leaf': 30, 'gbc__n_estimators': 100}",0.8379888268156425,0.8033707865168539,0.8314606741573034,0.797752808988764,0.8370786516853933,0.8215303496327915,0.017357325166623982,314
8,0.19367270469665526,0.008405017936374298,0.003997611999511719,2.182018506745825e-06,5,0.025,4,30,200,"{'KNN__n_neighbors': 5, 'gbc__learning_rate': 0.025, 'gbc__max_depth': 4, 'gbc__min_samples_leaf': 30, 'gbc__n_estimators': 200}",0.8212290502793296,0.8202247191011236,0.848314606741573,0.848314606741573,0.8370786516853933,0.8350323269097986,0.01238403048202902,250
9,0.07707080841064454,0.004516222341225818,0.0036056041717529297,0.0004925849013855416,5,0.025,5,10,50,"{'KNN__n_neighbors': 5, 'gbc__learning_rate': 0.025, 'gbc__max_depth': 5, 'gbc__min_samples_leaf': 10, 'gbc__n_estimators': 50}",0.8435754189944135,0.8258426966292135,0.8707865168539326,0.8202247191011236,0.8595505617977528,0.8439959826752872,0.01925860479498352,82
10,0.15265388488769532,0.004302759342496162,0.0036001682281494142,0.0004895322623004806,5,0.025,5,10,100,"{'KNN__n_neighbors': 5, 'gbc__learning_rate': 0.025, 'gbc__max_depth': 5, 'gbc__min_samples_leaf': 10, 'gbc__n_estimators': 100}",0.8324022346368715,0.8146067415730337,0.8764044943820225,0.8089887640449438,0.8426966292134831,0.835019772770071,0.02396992311847956,257
11,0.2559223175048828,0.01683405519502425,0.004277563095092774,0.00039002757119132534,5,0.025,5,10,200,"{'KNN__n_neighbors': 5, 'gbc__learning_rate': 0.025, 'gbc__max_depth': 5, 'gbc__min_samples_leaf': 10, 'gbc__n_estimators': 200}",0.8379888268156425,0.8258426966292135,0.8651685393258427,0.8202247191011236,0.848314606741573,0.8395078777226791,0.016105358898973667,183
12,0.066428804397583,0.004730632305841593,0.003402376174926758,0.0004873524806905563,5,0.025,5,20,50,"{'KNN__n_neighbors': 5, 'gbc__learning_rate': 0.025, 'gbc__max_depth': 5, 'gbc__min_samples_leaf': 20, 'gbc__n_estimators': 50}",0.8156424581005587,0.8258426966292135,0.8820224719101124,0.8202247191011236,0.848314606741573,0.8384093904965162,0.024524075756225026,188
13,0.12614593505859376,0.0035619939397512975,0.0036015033721923826,0.0004902329730940789,5,0.025,5,20,100,"{'KNN__n_neighbors': 5, 'gbc__learning_rate': 0.025, 'gbc__max_depth': 5, 'gbc__min_samples_leaf': 20, 'gbc__n_estimators': 100}",0.8100558659217877,0.8202247191011236,0.8764044943820225,0.8314606741573034,0.8595505617977528,0.839539263071998,0.024767249630936024,169
