mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_KNN__n_neighbors,param_random_forest__max_depth,param_random_forest__max_features,param_random_forest__min_samples_leaf,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.09376378059387207,0.006005265930408405,0.006023597717285156,0.0006026341767907815,5,4,sqrt,1,"{'KNN__n_neighbors': 5, 'random_forest__max_depth': 4, 'random_forest__max_features': 'sqrt', 'random_forest__min_samples_leaf': 1}",0.8435754189944135,0.8202247191011236,0.8314606741573034,0.8033707865168539,0.8539325842696629,0.8305128366078713,0.01767795395481759,331
0.09159417152404785,0.0037543910215801306,0.006362152099609375,0.00045114816723440857,5,4,sqrt,3,"{'KNN__n_neighbors': 5, 'random_forest__max_depth': 4, 'random_forest__max_features': 'sqrt', 'random_forest__min_samples_leaf': 3}",0.8491620111731844,0.8202247191011236,0.8258426966292135,0.8033707865168539,0.8539325842696629,0.8305065595380077,0.01876498093736141,333
0.09665422439575196,0.0026428141775169897,0.006488800048828125,0.0004469444819374404,5,4,sqrt,5,"{'KNN__n_neighbors': 5, 'random_forest__max_depth': 4, 'random_forest__max_features': 'sqrt', 'random_forest__min_samples_leaf': 5}",0.8379888268156425,0.8202247191011236,0.8258426966292135,0.8033707865168539,0.8539325842696629,0.8282719226664993,0.016991839135665744,387
0.08370785713195801,0.00425577834580264,0.006000423431396484,0.0008948427621744779,5,4,sqrt,7,"{'KNN__n_neighbors': 5, 'random_forest__max_depth': 4, 'random_forest__max_features': 'sqrt', 'random_forest__min_samples_leaf': 7}",0.8324022346368715,0.8202247191011236,0.8258426966292135,0.8033707865168539,0.8539325842696629,0.827154604230745,0.01649249668398507,405
0.08855953216552734,0.00916350581615338,0.005625772476196289,0.0008134706553085336,5,4,sqrt,9,"{'KNN__n_neighbors': 5, 'random_forest__max_depth': 4, 'random_forest__max_features': 'sqrt', 'random_forest__min_samples_leaf': 9}",0.8324022346368715,0.8202247191011236,0.8258426966292135,0.8033707865168539,0.8539325842696629,0.827154604230745,0.01649249668398507,405
0.08639512062072754,0.003363190083488341,0.005600070953369141,0.0004901548895396348,5,4,sqrt,11,"{'KNN__n_neighbors': 5, 'random_forest__max_depth': 4, 'random_forest__max_features': 'sqrt', 'random_forest__min_samples_leaf': 11}",0.8324022346368715,0.8202247191011236,0.8258426966292135,0.8089887640449438,0.8539325842696629,0.8282781997363632,0.014953445520438001,385
0.09269609451293945,0.007586366331614539,0.0056459903717041016,0.0005348981475868764,5,4,sqrt,13,"{'KNN__n_neighbors': 5, 'random_forest__max_depth': 4, 'random_forest__max_features': 'sqrt', 'random_forest__min_samples_leaf': 13}",0.8379888268156425,0.8202247191011236,0.8258426966292135,0.8089887640449438,0.8426966292134831,0.8271483271608814,0.01215464422923107,414
0.09154376983642579,0.00783673634789041,0.005598545074462891,0.0004889138834066026,5,4,sqrt,15,"{'KNN__n_neighbors': 5, 'random_forest__max_depth': 4, 'random_forest__max_features': 'sqrt', 'random_forest__min_samples_leaf': 15}",0.8435754189944135,0.8202247191011236,0.8146067415730337,0.8146067415730337,0.8370786516853933,0.8260184545853996,0.012038245036258815,432
0.08588628768920899,0.004331089248291364,0.005599451065063476,0.0008004077721761196,5,4,sqrt,17,"{'KNN__n_neighbors': 5, 'random_forest__max_depth': 4, 'random_forest__max_features': 'sqrt', 'random_forest__min_samples_leaf': 17}",0.8324022346368715,0.8202247191011236,0.8146067415730337,0.8089887640449438,0.8258426966292135,0.8204130311970372,0.008215650995907535,567
0.09525566101074219,0.003848880433180216,0.0063995361328125,0.0004903503301449641,5,4,sqrt,19,"{'KNN__n_neighbors': 5, 'random_forest__max_depth': 4, 'random_forest__max_features': 'sqrt', 'random_forest__min_samples_leaf': 19}",0.8212290502793296,0.8146067415730337,0.8146067415730337,0.797752808988764,0.8146067415730337,0.812560416797439,0.007835467959484302,674
0.1043670654296875,0.008821072869483351,0.005641031265258789,0.0005284240326690883,5,4,,1,"{'KNN__n_neighbors': 5, 'random_forest__max_depth': 4, 'random_forest__max_features': None, 'random_forest__min_samples_leaf': 1}",0.8324022346368715,0.8258426966292135,0.8595505617977528,0.8089887640449438,0.8651685393258427,0.8383905592869247,0.021083549862703537,139
0.10317349433898926,0.009076061023882292,0.005401182174682617,0.001200580947288676,5,4,,3,"{'KNN__n_neighbors': 5, 'random_forest__max_depth': 4, 'random_forest__max_features': None, 'random_forest__min_samples_leaf': 3}",0.8379888268156425,0.8258426966292135,0.8595505617977528,0.8089887640449438,0.8595505617977528,0.8383842822170611,0.019583498284091682,142
0.11679577827453613,0.0025234377257563304,0.006199884414672852,0.0007482517595158937,5,4,,5,"{'KNN__n_neighbors': 5, 'random_forest__max_depth': 4, 'random_forest__max_features': None, 'random_forest__min_samples_leaf': 5}",0.8379888268156425,0.8258426966292135,0.8539325842696629,0.8089887640449438,0.8595505617977528,0.8372606867114432,0.018466147385661248,152
0.10674810409545898,0.007763762189920659,0.005998802185058594,0.0006336168199176555,5,4,,7,"{'KNN__n_neighbors': 5, 'random_forest__max_depth': 4, 'random_forest__max_features': None, 'random_forest__min_samples_leaf': 7}",0.8379888268156425,0.8258426966292135,0.8595505617977528,0.8146067415730337,0.8595505617977528,0.839507877722679,0.017958450052189812,121
0.11060066223144531,0.008495226720447174,0.005897712707519531,0.0007987961272669563,5,4,,9,"{'KNN__n_neighbors': 5, 'random_forest__max_depth': 4, 'random_forest__max_features': None, 'random_forest__min_samples_leaf': 9}",0.8324022346368715,0.8258426966292135,0.848314606741573,0.8089887640449438,0.8595505617977528,0.835019772770071,0.017590883253958203,189
0.10495738983154297,0.0044120789038028015,0.005799770355224609,0.0007487161707040385,5,4,,11,"{'KNN__n_neighbors': 5, 'random_forest__max_depth': 4, 'random_forest__max_features': None, 'random_forest__min_samples_leaf': 11}",0.8379888268156425,0.8202247191011236,0.8370786516853933,0.8314606741573034,0.8539325842696629,0.8361370912058252,0.010918493455606743,168
0.11215910911560059,0.0061353321180656435,0.006401252746582031,0.0004885611113939534,5,4,,13,"{'KNN__n_neighbors': 5, 'random_forest__max_depth': 4, 'random_forest__max_features': None, 'random_forest__min_samples_leaf': 13}",0.8212290502793296,0.8202247191011236,0.8426966292134831,0.8370786516853933,0.8539325842696629,0.8350323269097985,0.012883667163594114,179
